move_effect_id,local_language_id,short_effect,effect
262,9,Prevents the target from leaving battle and inflicts 1/16 its max HP in damage for 2-5 turns.,"Inflicts [regular damage]{mechanic:regular damage}.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the [field]{mechanic:field}, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

If the target is in the first turn of [Dive]{move:dive}, this move will hit with double power."
263,9,User takes 1/3 the damage inflicted in recoil.  Has a $effect_chance% chance to paralyze the target.,Inflicts [regular damage]{mechanic:regular damage}.  User takes 1/3 the damage it inflicts in recoil.  Has a $effect_chance% chance to [paralyze]{mechanic:paralyze} the target.
264,9,"User bounces high into the air, dodging all attacks, and hits next turn.","Inflicts [regular damage]{mechanic:regular damage}.  User bounces high into the air for one turn, becoming immune to attack, and hits on the second turn.  Has a $effect_chance% chance to [paralyze]{mechanic:paralyze} the target.

During the immune turn, [Gust]{move:gust}, [Hurricane]{move:hurricane}, [Sky Uppercut]{move:sky-uppercut}, [Smack Down]{move:smack-down}, [Thunder]{move:thunder}, and [Twister]{move:twister} still hit the user normally.  [Gust]{move:gust} and [Twister]{move:twister} also have double power against the user.

The damage from [Hail]{move:hail} and [Sandstorm]{move:sandstorm} still applies during the immune turn.

The user may be hit during its immune turn if under the effect of [Lock-On]{move:lock-on}, [Mind Reader]{move:mind-reader}, or [No Guard]{ability:no-guard}.

This move cannot be used while [Gravity]{move:gravity} is in effect.

This move cannot be selected by [Sleep Talk]{move:sleep-talk}."
266,9,Lowers the target's Special Attack by two stages if it's the opposite gender.,"Lowers the target's [Special Attack]{mechanic:special attack} by two [stages]{mechanic:stage}.  If the user and target are the same gender, or either is genderless, this move will fail."
267,9,Causes damage when opposing Pokémon switch in.,"Spreads sharp rocks around the opposing [field]{mechanic:field}, damaging any Pokémon that enters the [field]{mechanic:field} for 1/8 its max [HP]{mechanic:hp}.  This damage is affected by the entering Pokémon's susceptibility to [Rock]{type:rock} moves.

[Rapid Spin]{move:rapid-spin} removes this effect from its user's side of the [field]{mechanic:field}."
268,9,Has a higher chance to confuse the target when the recorded sound is louder.,"Inflicts [regular damage]{mechanic:regular damage}.  Has either a 1%, 11%, or 31% chance to [confuse]{mechanic:confuse} the target, based on the volume of the recording made for this move; louder recordings increase the chance of [confusion]{mechanic:confusion}.  If the user is not a [Chatot]{pokemon:chatot}, this move will not cause [confusion]{mechanic:confusion}.

This move cannot be copied by [Mimic]{move:mimic}, [Mirror Move]{move:mirror-move}, or [Sketch]{move:sketch}, nor selected by [Assist]{move:assist}, [Metronome]{move:metronome}, or [Sleep Talk]{move:sleep-talk}."
269,9,"If the user is holding a plate, the damage inflicted will match it.","Inflicts [regular damage]{mechanic:regular damage}.  If the user is holding a plate, this move's type is the type corresponding to the plate."
270,9,User receives 1/2 the damage inflicted in recoil.,Inflicts [regular damage]{mechanic:regular damage}.  User takes 1/2 the damage it inflicts in recoil.
271,9,"User faints, and its replacement is fully healed.","User [faint]{mechanic:faint}s.  Its replacement's [HP]{mechanic:hp} and [PP]{mechanic:pp} are fully restored, and any [major status effect]{mechanic:major status effect} is removed."
272,9,Has a $effect_chance% chance to lower the target's Special Defense by two stages.,Inflicts [regular damage]{mechanic:regular damage}.  Has a $effect_chance% chance to lower the target's [Special Defense]{mechanic:special defense} by two [stages]{mechanic:stage}.
273,9,"User vanishes, dodging all attacks, and hits next turn.  Hits through Protect and Detect.","Inflicts [regular damage]{mechanic:regular damage}.  User vanishes for one turn, becoming immune to attack, and hits on the second turn.

This move ignores the effects of [Detect]{move:detect} and [Protect]{move:protect}.

This move cannot be selected by [Sleep Talk]{move:sleep-talk}."
274,9,Has a $effect_chance% chance to [burn]{mechanic} the target and a $effect_chance% chance to make the target flinch.,Inflicts [regular damage]{mechanic:regular damage}.  Has a $effect_chance% chance to [burn]{mechanic:burn} the target and a separate $effect_chance% chance to make the target [flinch]{mechanic:flinch}.
275,9,Has a $effect_chance% chance to freeze the target and a $effect_chance% chance to make the target flinch.,Inflicts [regular damage]{mechanic:regular damage}.  Has a $effect_chance% chance to [freeze]{mechanic:freeze} the target and a separate $effect_chance% chance to make the target [flinch]{mechanic:flinch}.
276,9,Has a $effect_chance% chance to paralyze the target and a $effect_chance% chance to make the target flinch.,Inflicts [regular damage]{mechanic:regular damage}.  Has a $effect_chance% chance to [paralyze]{mechanic:paralyze} the target and a separate $effect_chance% chance to make the target [flinch]{mechanic:flinch}.
277,9,Has a $effect_chance% chance to raise the user's Special Attack by one stage.,Inflicts [regular damage]{mechanic:regular damage}.  Has a $effect_chance% chance to raise the user's [Special Attack]{mechanic:special attack} by one [stage]{mechanic:stage}.
278,9,Raises the user's Attack and accuracy by one stage.,Raises the user's [Attack]{mechanic:attack} and [accuracy]{mechanic:accuracy} by one [stage]{mechanic:stage}.
279,9,Prevents any multi-target moves from hitting friendly Pokémon this turn.,"Moves with multiple targets will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn, this move will fail.

If the user successfully used [Detect]{move:detect}, [Endure]{move:endure}, [Protect]{move:protect}, [Quick Guard]{move:quick-guard}, or [Wide Guard]{move:wide-guard} on the last turn, this move has a 50% chance to fail.

This move cannot be selected by [Assist]{move:assist} or [Metronome]{move:metronome}."
280,9,Averages Defense and Special Defense with the target.,Averages the user's unmodified [Defense]{mechanic:defense} with the target's unmodified Defense; the value becomes the unmodified Defense for both Pokémon. Unmodified [Special Defense]{mechanic:special defense} is averaged the same way.
281,9,Averages Attack and Special Attack with the target.,"Averages the user's unmodified [Attack]{mechanic:attack} with the target's unmodified Attack; the value becomes the unmodified Attack for both Pokémon. Unmodified [Special Attack]{mechanic:special attack} is averaged the same way.

This effect applies before any other persistent changes to unmodified Attack or Special Attack, such as [Flower Gift]{ability:flower-gift} during [Sunny Day]{move:sunny-day}."
282,9,All Pokémon's Defense and Special Defense are swapped for 5 turns.,"For five turns (including this one), every Pokémon's [Defense]{mechanic:defense} and [Special Defense]{mechanic:special defense} are swapped."
283,9,"Inflicts damage based on the target's Defense, not Special Defense.","Inflicts [regular damage]{mechanic:regular damage}.  Damage calculation always uses the target's [Defense]{mechanic:defense}, regardless of this move's damage class."
284,9,Inflicts double damage if the target is Poisoned.,"Inflicts regular damage.  If the target is [poisoned]{mechanic:poisoned}, this move has double power."
285,9,Raises the user's Speed by two stages and halves the user's weight.,Raises the user's [Speed]{mechanic:speed} by two [stages]{mechanic:stage}.  Halves the user's weight; this effect does not stack.
286,9,Moves have 100% accuracy against the target for three turns.,"For three turns (including this one), moves used against the target have 100% [accuracy]{mechanic:accuracy}, but the target is immune to [Ground]{type:ground} damage.  Accuracy of one-hit KO moves is exempt from this effect.

This effect is removed by [Gravity]{move:gravity}.  If Gravity is already in effect, this move will fail."
287,9,Negates held items for five turns.,"For five turns (including this one), passive effects of held items are ignored, and Pokémon will not use their held items."
288,9,Removes any immunity to Ground damage.,"Inflicts [regular damage]{mechanic:regular damage}.  Removes the target's [immunity]{mechanic:immune} to [Ground]{type:ground}-type damage.  This effect removes any existing Ground immunity due to [Levitate]{ability:levitate}, [Magnet Rise]{move:magnet-rise}, or [Telekinesis]{move:telekinesis}, and causes the target's [Flying]{type:flying} type to be ignored when it takes Ground damage.

If the target isn't immune to Ground damage, this move will fail.

This move can hit Pokémon under the effect of [Bounce]{move:bounce}, [Fly]{move:fly}, or [Sky Drop]{move:sky-drop}, and ends the effect of Bounce or Fly."
289,9,Always scores a critical hit.,Inflicts regular damage.  Always scores a [critical hit]{mechanic:critical hit}.
290,9,Deals splash damage to Pokémon next to the target.,"Inflicts regular damage.  If this move successfully hits the target, any Pokémon adjacent to the target are damaged for 1/16 their max [HP]{mechanic:hp}."
291,9,"Raises the user's Special Attack, Special Defense, and Speed by one stage each.","Raises the user's [Special Attack]{mechanic:special attack}, [Special Defense]{mechanic:special defense}, and [Speed]{mechanic:speed} by one [stage]{mechanic:stage} each."
292,9,"Power is higher when the user weighs more than the target, up to a maximum of 120.","Inflicts [regular damage]{mechanic:regular damage}.  The greater the user's weight compared to the target's, the higher power this move has, to a maximum of 120.

User's weight                    | Power
-------------------------------- | ----:
Up to 2× the target's weight     |    40
Up to 3× the target's weight     |    60
Up to 4× the target's weight     |    80
Up to 5× the target's weight     |   100
More than 5× the target's weight |   120
"
293,9,Hits any Pokémon that shares a type with the user.,Inflicts [regular damage]{mechanic:regular damage}.  Only Pokémon that share a type with the user will take damage from this move.
294,9,"Power is higher when the user has greater Speed than the target, up to a maximum of 150.","Inflicts [regular damage]{mechanic:regular damage}.  The greater the user's [Speed]{mechanic:speed} compared to the target's, the higher power this move has, to a maximum of 150.

User's Speed                     | Power
-------------------------------- | ----:
Up to 2× the target's Speed      |    60
Up to 3× the target's Speed      |    80
Up to 4× the target's Speed      |   120
More than 4× the target's Speed  |   150
"
295,9,Changes the target's type to Water.,"Changes the target to pure [Water]{type:water}-type until it leaves the field.  If the target has [Multitype]{ability:multitype}, this move will fail."
296,9,Inflicts regular damage.  Raises the user's Speed by one stage.,Inflicts [regular damage]{mechanic:regular damage}.  Raises the user's [Speed]{mechanic:speed} by one [stage]{mechanic:stage}.
297,9,Lowers the target's Special Defense by two stages.,Inflicts [regular damage]{mechanic:regular damage}.  Lowers the target's [Special Defense]{mechanic:special defense} by two [stages]{mechanic:stage}.
298,9,Calculates damage with the target's attacking stat.,Inflicts [regular damage]{mechanic:regular damage}.  Damage is calculated using the target's attacking stat rather than the user's.
299,9,Changes the target's ability to Simple.,Changes the target's ability to [Simple]{ability:simple}.
300,9,Copies the user's ability onto the target.,Changes the target's ability to match the user's.  This effect ends when the target leaves battle.
301,9,Makes the target act next this turn.,"The target will act next this turn, regardless of [Speed]{mechanic:speed} or move priority.
If the target has already acted this turn, this move will fail."
302,9,Has double power if it's used more than once per turn.,"Inflicts [regular damage]{mechanic:regular damage}.  If [Round]{move:round} has already been used this turn, this move's power is doubled.  After this move is used, any other Pokémon using it this turn will immediately do so (in the order they would otherwise act), regardless of [Speed]{mechanic:speed} or priority.  Pokémon using other moves will then continue to act as usual."
303,9,"Power increases by 100% for each consecutive use by any friendly Pokémon, to a maximum of 200.","Inflicts [regular damage]{mechanic:regular damage}.  If any friendly Pokémon used this move earlier this turn or on the previous turn, that use's power is added to this move's power, to a maximum of 200."
304,9,Ignores the target's stat modifiers.,"Inflicts [regular damage]{mechanic:regular damage}.  Damage calculation ignores the target's [stat modifiers]{mechanic:stat modifiers}, including [evasion]{mechanic:evasion}."
305,9,Removes all of the target's stat modifiers.,Inflicts [regular damage]{mechanic:regular damage}.  All of the target's [stat modifiers]{mechanic:stat modifiers} are reset to zero.
306,9,"Power is higher the more the user's stats have been raised, to a maximum of 31×.","Inflicts regular damage.  Power is increased by 100% its original value for every [stage]{mechanic:stage} any of the user's stats have been raised.  [Accuracy]{mechanic:accuracy}, [evasion]{mechanic:evasion}, and lowered stats do not affect this move's power.  For a Pokémon with all five stats modified to +6, this move's power is 31×."
307,9,Prevents any priority moves from hitting friendly Pokémon this turn.,"Moves with priority greater than 0 will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn, this move will fail.

If the user successfully used [Detect]{move:detect}, [Endure]{move:endure}, [Protect]{move:protect}, [Quick Guard]{move:quick-guard}, or [Wide Guard]{move:wide-guard} on the last turn, this move has a 50% chance to fail.

This move cannot be selected by [Assist]{move:assist} or [Metronome]{move:metronome}.
"
308,9,User switches places with the friendly Pokémon opposite it.,"User switches position on the field with the friendly Pokémon opposite it.  If the user is in the middle position in a triple battle, or there are no other friendly Pokémon, this move will fail."
309,9,"Raises user's Attack, Special Attack, and Speed by two stages.  Lower user's Defense and Special Defense by one stage.","Raises the user's [Attack]{mechanic:attack}, [Special Attack]{mechanic:special attack}, and [Speed]{mechanic:speed} by two [stages]{mechanic:stage} each.  Lowers the user's [Defense]{mechanic:defense} and [Special Defense]{mechanic:special defense} by one stage each."
310,9,Heals the target for half its max HP.,Heals the target for half its max [HP]{mechanic:hp}.
311,9,Has double power if the target has a major status ailment.,"Inflicts [regular damage]{mechanic:regular damage}.  If the target has a [major status ailment]{mechanic:major status ailment}, this move has double power."
312,9,"Carries the target high into the air, dodging all attacks against either, and drops it next turn.","Inflicts [regular damage]{mechanic:regular damage}.  User carries the target high into the air for one turn, during which no moves will hit either Pokémon and neither can act.  On the following turn, the user drops the target, inflicting damage and ending the effect.

If the target is [Flying]{type:flying}-type, this move will function as normal but inflict no damage.

[Gust]{move:gust}, [Hurricane]{move:hurricane}, [Sky Uppercut]{move:sky-uppercut}, [Smack Down]{move:smack-down}, [Thunder]{move:thunder}, [Twister]{move:twister}, and [Whirlwind]{move:whirlwind} can hit both the user and the target during this effect.  [Gust]{move:gust} and [Twister]{move:twister} will additionally have double power.

The damage from [Hail]{move:hail} and [Sandstorm]{move:sandstorm} still applies during this effect.

Either Pokémon may be hit during this effect if also under the effect of [Lock-On]{move:lock-on}, [Mind Reader]{move:mind-reader}, or [No Guard]{ability:no-guard}.

This move cannot be used while [Gravity]{move:gravity} is in effect.

This move cannot be selected by [Sleep Talk]{move:sleep-talk}.

*Bug*: If [Gravity]{move:gravity} is used during a double or triple battle while this move is in effect, this move is not correctly canceled on the target, and it remains high in the air indefinitely.  As this move prevents the target from acting, the only way to subsequently remove it from the field is to faint it."
313,9,Raises the user's Attack by one stage and its Speed by two stages.,Raises the user's [Attack]{mechanic:attack} by one [stage]{mechanic:stage} and its [Speed]{mechanic:speed} by two stages.
314,9,Ends wild battles.  Forces trainers to switch Pokémon.,"Inflicts [regular damage]{mechanic:regular damage}, then [switches]{mechanic:switch out} the target out for another of its trainer's Pokémon, selected at random.

If the target is under the effect of [Ingrain]{move:ingrain} or [Suction Cups]{ability:suction-cups}, or it has a [Substitute]{move:substitute}, or its Trainer has no more usable Pokémon, it will not be switched out.  If the target is a wild Pokémon, the battle ends instead."
315,9,Destroys the target's held berry.,"Inflicts [regular damage]{mechanic:regular damage}.  If the target is [holding]{mechanic:held item} a [berry]{mechanic:berry}, it's destroyed and cannot be used in response to this move."
316,9,Makes the target act last this turn.,"Forces the target to act last this turn, regardless of [Speed]{mechanic:speed} or move [priority]{mechanic:priority}.  If the target has already acted this turn, this move will fail."
317,9,Raises the user's Attack and Special Attack by one stage.,"Raises the user's [Attack]{mechanic:attack} and [Special Attack]{mechanic:special attack} by one [stage]{mechanic:stage} each.  During [Sunny Day]{move:sunny-day}, raises both stats by two stages."
318,9,Has double power if the user has no held item.,"Inflicts [regular damage]{mechanic:regular damage}.  If the user has no [held item]{mechanic:held item}, this move has double power."
319,9,User becomes the target's type.,User's type changes to match the target's.
320,9,Has double power if a friendly Pokémon fainted last turn.,"Inflicts [regular damage]{mechanic:regular damage}.  If a friendly Pokémon fainted on the previous turn, this move has double power."
321,9,Inflicts damage equal to the user's remaining HP.  User faints.,Inflicts damage equal to the user's remaining [HP]{mechanic:hp}.  User faints.
322,9,Raises the user's Special Attack by three stages.,Raises the user's [Special Attack]{mechanic:special attack} by three [stages]{mechanic:stage}.
323,9,"Raises the user's Attack, Defense, and accuracy by one stage each.","Raises the user's [Attack]{mechanic:attack}, [Defense]{mechanic:defense}, and [accuracy]{mechanic:accuracy} by one [stage]{mechanic:stage} each."
324,9,Gives the user's held item to the target.,"Transfers the user's [held item]{mechanic:held item} to the target.  If the user has no held item, or the target already has a held item, this move will fail."
325,9,"With [Grass Pledge]{move:grass-pledge}, halves opposing Pokémon's Speed for four turns.","Inflicts [regular damage]{mechanic:regular damage}.  If a friendly Pokémon used [Grass Pledge]{move:grass-pledge} earlier this turn, all opposing Pokémon have halved [Speed]{mechanic:speed} for four turns (including this one)."
326,9,"With [Water Pledge]{move:water-pledge}, doubles the effect chance of friendly Pokémon's moves for four turns.","Inflicts [regular damage]{mechanic:regular damage}.  If a friendly Pokémon used [Water Pledge]{move:water-pledge} earlier this turn, moves used by any friendly Pokémon have doubled effect chance for four turns (including this one)."
327,9,"With [Fire Pledge]{move:fire-pledge}, damages opposing Pokémon for 1/8 their max HP every turn for four turns.","Inflicts [regular damage]{mechanic:regular damage}.  If a friendly Pokémon used [Fire Pledge]{move:fire-pledge} earlier this turn, all opposing Pokémon will take 1/8 their max [HP]{mechanic:hp} in damage at the end of every turn for four turns (including this one)."
328,9,Raises the user's Attack and Special Attack by one stage each.,Raises the user's [Attack]{mechanic:attack} and [Special Attack]{mechanic:special attack} by one [stage]{mechanic:stage} each.
329,9,Raises the user's Defense by three stages.,Raises the user's [Defense]{mechanic:defense} by three [stages]{mechanic:stage}.
330,9,Has a $effect_chance% chance to put the target to sleep.,"Inflicts [regular damage]{mechanic:regular damage}.  Has a $effect_chance% chance to put the target to [sleep]{mechanic:sleep}.
If the user is a [Meloetta]{pokemon:meloetta}, it will toggle between Aria and Pirouette Forme."
331,9,Lowers the target's Speed by two stages.,Inflicts [regular damage]{mechanic:regular damage}.  Lowers the target's [Speed]{mechanic:speed} by two [stages]{mechanic:stage}.
332,9,Requires a turn to charge before attacking.  Has a $effect_chance% chance to paralyze the target.,Inflicts [regular damage]{mechanic:regular damage}.  Has a $effect_chance% chance to [paralyze]{mechanic:paralysis} the target.  User charges for one turn before attacking.
333,9,Requires a turn to charge before attacking.  Has a $effect_chance% chance to [burn]{mechanic} the target.,Inflicts [regular damage]{mechanic:regular damage}.  Has a $effect_chance% chance to [burn]{mechanic:burn} the target.  User charges for one turn before attacking.
335,9,"Lowers the user's Defense, Special Defense, and Speed by one stage each.","Inflicts [regular damage]{mechanic:regular damage}.  Lowers the user's [Defense]{mechanic:defense}, [Special Defense]{mechanic:special defense}, and [Speed]{mechanic:speed} by one [stage]{mechanic:stage} each."
336,9,"With [Fusion Bolt]{move:fusion-bolt}, inflicts double damage.","Inflicts [regular damage]{mechanic:regular damage}.  If a friendly Pokémon used [Fusion Bolt]{move:fusion-bolt} earlier this turn, this move has double power."
337,9,"With [Fusion Flare]{move:fusion-flare}, inflicts double damage.","Inflicts [regular damage]{mechanic:regular damage}.  If a friendly Pokémon used [Fusion Flare]{move:fusion-flare} earlier this turn, this move has double power."
338,9,Has a $effect_chance% chance to confuse the target.,"Inflicts [regular damage]{mechanic:regular damage}.  Has a $effect_chance% chance to [confuse]{mechanic:confuse} the target.

This move can hit Pokémon under the effect of [Bounce]{move:bounce}, [Fly]{move:fly}, or [Sky Drop]{move:sky-drop}.

During [Rain Dance]{move:rain-dance}, this move has 100% accuracy.  During [Sunny Day]{move:sunny-day}, this move has 50% accuracy."
10001,9,Has an increased chance for a critical hit in Hyper Mode.,Inflicts [regular damage]{mechanic:regular damage}.  User's [critical hit]{mechanic:critical hit} rate is one level higher when using this move while in [hyper mode]{mechanic:hyper mode}.
10002,9,User receives 1/2 its HP in recoil.,Inflicts [regular damage]{mechanic:regular damage}.  User takes 1/2 of its current [HP]{mechanic:hp} in recoil.
10003,9,Halves HP of all Pokémon on the field.  Must recharge,"Halves [HP]{mechanic:hp} of all Pokémon on the field.  User loses its next turn to ""recharge"", and cannot attack or [switch]{mechanic:switch} out during that turn."
10004,9,Lowers the target's evasion by two stages.,Lowers the target's [evasion]{mechanic:evasion} by two [stages]{mechanic:stage}.
10005,9,"Removes [Light Screen]{move:light-screen}, [Reflect]{move:reflect}, and [Safeguard]{move:safeguard}.","Removes the effects of [Light Screen]{move:light-screen}, [Reflect]{move:reflect}, and [Safeguard]{move:safeguard}."
10006,9,Changes the weather to Shadow Sky for five turns.,Changes the weather to Shadow Sky for five turns.  Pokémon other than [Shadow]{type:shadow} Pokémon take 1/16 their max [HP]{mechanic:hp} at the end of every turn.  This move is typeless for the purposes of [Weather Ball]{move:weather-ball}.
